,package,fileName,type,desc,priority,start,end,label,code,lineNum,statementNum,branchStatementNum,callNum,cycleComplexity,depth
2683,cassandra-all-3.0.22,CQL3Type,DM_CONVERT_CASE,I18N,3,110,110,false,MethodDeclaration Modifier public update FormalParameter ReferenceType RangeIterator TypeArgument ReferenceType K TypeArgument ReferenceType D range SwitchStatement MemberReference iteratorType SwitchStatementCase UNION StatementExpression Assignment MemberReference min MethodInvocation MemberReference min MethodInvocation range getMinimum nullSafeMin = StatementExpression Assignment MemberReference max MethodInvocation MemberReference max MethodInvocation range getMaximum nullSafeMax = SwitchStatementCase INTERSECTION StatementExpression Assignment MemberReference min MethodInvocation MemberReference min MethodInvocation range getMinimum nullSafeMax = StatementExpression Assignment MemberReference max MethodInvocation MemberReference max MethodInvocation range getMaximum nullSafeMin = End StatementExpression Assignment MemberReference isOverlapping MethodInvocation MemberReference min MemberReference max MemberReference range isOverlapping &=,4,0,0,0,0,0
2780,cassandra-all-3.0.22,CqlParser,SF_SWITCH_NO_DEFAULT,STYLE,2,7864,7901,false,MethodDeclaration Modifier static public ReferenceType Boolean parseBoolean FormalParameter ReferenceType CamelContext camelContext FormalParameter ReferenceType String text Exception LocalVariableDeclaration ReferenceType String VariableDeclarator s MethodInvocation camelContext MemberReference text resolvePropertyPlaceholders IfStatement BinaryOperation != MemberReference s Literal null BlockStatement End ReturnStatement Literal null,42,30,11,21,8,6
530,camel-core-2.22.5,ManagedDataFormat,REC_CATCH_EXCEPTION,STYLE,3,132,132,false,MethodDeclaration Modifier final public ReferenceType DeleteStatement ReferenceType Parsed deleteStatement RecognitionException TryStatement BlockStatement LocalVariableDeclaration BasicType int VariableDeclarator LA36_0 MethodInvocation input Literal 1 LA IfStatement BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation == MemberReference LA36_0 MemberReference EMPTY_QUOTED_NAME BinaryOperation == MemberReference LA36_0 MemberReference IDENT BinaryOperation && BinaryOperation >= MemberReference LA36_0 MemberReference K_AGGREGATE BinaryOperation <= MemberReference LA36_0 MemberReference K_ALL BinaryOperation == MemberReference LA36_0 MemberReference K_AS BinaryOperation == MemberReference LA36_0 MemberReference K_ASCII BinaryOperation && BinaryOperation >= MemberReference LA36_0 MemberReference K_BIGINT BinaryOperation <= MemberReference LA36_0 MemberReference K_BOOLEAN BinaryOperation && BinaryOperation >= MemberReference LA36_0 MemberReference K_CALLED BinaryOperation <= MemberReference LA36_0 MemberReference K_CLUSTERING BinaryOperation && BinaryOperation >= MemberReference LA36_0 MemberReference K_COMPACT BinaryOperation <= MemberReference LA36_0 MemberReference K_COUNTER BinaryOperation && BinaryOperation >= MemberReference LA36_0 MemberReference K_CUSTOM BinaryOperation <= MemberReference LA36_0 MemberReference K_DECIMAL BinaryOperation && BinaryOperation >= MemberReference LA36_0 MemberReference K_DISTINCT BinaryOperation <= MemberReference LA36_0 MemberReference K_DOUBLE BinaryOperation && BinaryOperation >= MemberReference LA36_0 MemberReference K_EXISTS BinaryOperation <= MemberReference LA36_0 MemberReference K_FLOAT BinaryOperation == MemberReference LA36_0 MemberReference K_FROZEN BinaryOperation && BinaryOperation >= MemberReference LA36_0 MemberReference K_FUNCTION BinaryOperation <= MemberReference LA36_0 MemberReference K_FUNCTIONS BinaryOperation == MemberReference LA36_0 MemberReference K_INET BinaryOperation && BinaryOperation >= MemberReference LA36_0 MemberReference K_INITCOND BinaryOperation <= MemberReference LA36_0 MemberReference K_INPUT BinaryOperation == MemberReference LA36_0 MemberReference K_INT BinaryOperation && BinaryOperation >= MemberReference LA36_0 MemberReference K_JSON BinaryOperation <= MemberReference LA36_0 MemberReference K_KEYS BinaryOperation && BinaryOperation >= MemberReference LA36_0 MemberReference K_KEYSPACES BinaryOperation <= MemberReference LA36_0 MemberReference K_LANGUAGE BinaryOperation && BinaryOperation >= MemberReference LA36_0 MemberReference K_LIST BinaryOperation <= MemberReference LA36_0 MemberReference K_MAP BinaryOperation == MemberReference LA36_0 MemberReference K_NOLOGIN BinaryOperation == MemberReference LA36_0 MemberReference K_NOSUPERUSER BinaryOperation == MemberReference LA36_0 MemberReference K_OPTIONS BinaryOperation && BinaryOperation >= MemberReference LA36_0 MemberReference K_PASSWORD BinaryOperation <= MemberReference LA36_0 MemberReference K_PERMISSIONS BinaryOperation == MemberReference LA36_0 MemberReference K_RETURNS BinaryOperation && BinaryOperation >= MemberReference LA36_0 MemberReference K_ROLE BinaryOperation <= MemberReference LA36_0 MemberReference K_ROLES BinaryOperation && BinaryOperation >= MemberReference LA36_0 MemberReference K_SFUNC BinaryOperation <= MemberReference LA36_0 MemberReference K_TINYINT BinaryOperation == MemberReference LA36_0 MemberReference K_TRIGGER BinaryOperation && BinaryOperation >= MemberReference LA36_0 MemberReference K_TTL BinaryOperation <= MemberReference LA36_0 MemberReference K_TYPE BinaryOperation && BinaryOperation >= MemberReference LA36_0 MemberReference K_USER BinaryOperation <= MemberReference LA36_0 MemberReference K_USERS BinaryOperation && BinaryOperation >= MemberReference LA36_0 MemberReference K_UUID BinaryOperation <= MemberReference LA36_0 MemberReference K_VARINT BinaryOperation == MemberReference LA36_0 MemberReference K_WRITETIME BinaryOperation == MemberReference LA36_0 MemberReference QUOTED_NAME BlockStatement End SwitchStatement MemberReference alt36 SwitchStatementCase Literal 1 BlockStatement StatementExpression MethodInvocation MemberReference FOLLOW_deleteSelection_in_deleteStatement2401 pushFollow StatementExpression Assignment MemberReference dels MethodInvocation deleteSelection = StatementExpression MemberReference -- state _fsp End CatchClause CatchClauseParameter RecognitionException re,8,4,2,1,3,3
5970,flink-core-1.6.4,FloatPrimitiveArrayComparator,RV_NEGATING_RESULT_OF_COMPARETO,BAD_PRACTICE,2,46,46,false,,9,4,2,2,3,4
5161,commons-collections-a9dd82f83e751022d1a7f8e6fde246d9082aeca5,AbstractPatriciaTrie,IA_AMBIGUOUS_INVOCATION_OF_INHERITED_OR_OUTER_METHOD,STYLE,1,2255,2255,false,,4,1,0,1,1,3
5560,flink-core-1.10.0,FileInputFormat,EI_EXPOSE_REP,MALICIOUS_CODE,2,291,291,false,,7,3,2,1,3,3
3925,cassandra-all-4.0-beta2,CompactionLogger,DM_DEFAULT_ENCODING,I18N,1,317,317,false,,4,2,0,1,1,3
4881,commons-bcel-c261c611aa0c9fa4314760449bc0ad5360010e94,StackMap,EI_EXPOSE_REP,MALICIOUS_CODE,2,95,95,false,,3,1,0,0,1,2
163,camel-core-2.21.5,FileIdempotentRepository,DM_DEFAULT_ENCODING,I18N,1,380,380,false,MethodDeclaration Modifier public Annotation Deprecated ReferenceType java ReferenceType net ReferenceType ServerSocket init FormalParameter Modifier final ReferenceType java ReferenceType net ReferenceType ServerSocket socket IOException StatementExpression Cast ReferenceType javax ReferenceType net ReferenceType ssl ReferenceType SSLServerSocket MemberReference socket,21,13,6,5,7,5
6147,flink-core-1.8.0,ExceptionUtils,BC_UNCONFIRMED_CAST,STYLE,2,133,133,false,,5,2,1,1,3,3
4000,cassandra-all-4.0-beta2,Cql_Parser,DLS_DEAD_LOCAL_STORE,STYLE,3,18139,18139,false,,8,5,3,1,3,5
6779,hbase-common-2.1.9,SoftObjectPool,BC_UNCONFIRMED_CAST,STYLE,3,66,66,false,,4,1,0,1,1,2
7064,kylin-core-common-3.0.0-alpha,SimplePerfLogger,DM_NUMBER_CTOR,PERFORMANCE,2,51,51,false,,4,2,0,2,1,2
2004,cassandra-all-2.1.21,IndexSummary,RV_NEGATING_RESULT_OF_COMPARETO,BAD_PRACTICE,2,113,113,false,MethodDeclaration Modifier public ReferenceType Boolean getLogHandled IfStatement MethodInvocation ! isSupportRedelivery BlockStatement ReturnStatement Literal null End,13,9,4,2,5,4
1700,cassandra-all-2.1.21,CliParser,NP_LOAD_OF_KNOWN_NULL_VALUE,STYLE,3,6087,6087,false,MethodDeclaration Modifier protected signalCloseDone IfStatement BinaryOperation != MemberReference incomingConnection Literal null BlockStatement BlockStatement TryStatement StatementExpression MethodInvocation socket close CatchClause CatchClauseParameter IOException e End,17,11,4,2,5,5
6299,flink-core-1.9.0,ByteValueComparator,RV_NEGATING_RESULT_OF_COMPARETO,BAD_PRACTICE,2,76,76,false,,5,2,0,1,1,2
1346,camel-core-2.25.2,DefaultManagementObjectStrategy,BC_UNCONFIRMED_CAST,STYLE,3,345,345,false,MethodDeclaration Modifier public Annotation Override BasicType int compareToReference FormalParameter ReferenceType TypeComparator TypeArgument ReferenceType LocalDateTime referencedComparator LocalVariableDeclaration BasicType int VariableDeclarator comp Cast ReferenceType LocalDateTimeComparator MemberReference referencedComparator ReturnStatement TernaryExpression MemberReference ascendingComparison MemberReference comp MemberReference - comp,135,120,61,10,62,6
3256,cassandra-all-3.11.8,CQL3Type,DM_CONVERT_CASE,I18N,3,116,116,false,MethodDeclaration Modifier private static BasicType long makeClockSeqAndNode LocalVariableDeclaration BasicType long VariableDeclarator clock ClassCreator MethodInvocation nextLong ReferenceType Random MethodInvocation System currentTimeMillis,4,0,0,0,0,0
5586,flink-core-1.10.0,IntValueComparator,RV_NEGATING_RESULT_OF_COMPARETO,BAD_PRACTICE,2,76,76,false,,5,2,0,1,1,2
7101,kylin-core-common-3.1.0,MemoryBudgetController,UW_UNCOND_WAIT,MT_CORRECTNESS,2,121,121,false,,10,6,3,1,4,4
2802,cassandra-all-3.0.22,CustomIndexExpression,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,STYLE,3,56,56,false,MethodDeclaration Modifier public setMethods FormalParameter Modifier final ReferenceType Method methods StatementExpression Assignment This MemberReference methods MemberReference methods =,3,1,0,3,1,2
4005,cassandra-all-4.0-beta2,Cql_Parser,NP_LOAD_OF_KNOWN_NULL_VALUE,STYLE,3,10219,10219,false,,14,7,4,2,6,6
3748,cassandra-all-3.11.8,StreamSession,BC_UNCONFIRMED_CAST,STYLE,3,543,543,false,,6,4,3,0,3,4
2942,cassandra-all-3.0.22,PartitionPosition,BC_UNCONFIRMED_CAST,STYLE,3,76,76,false,"MethodDeclaration Modifier static public BasicType boolean isPropertyIsGetter FormalParameter ReferenceType Class TypeArgument ? type FormalParameter ReferenceType String propertyName TryStatement LocalVariableDeclaration ReferenceType Method VariableDeclarator method MethodInvocation type BinaryOperation + Literal ""is"" MethodInvocation StringHelper MemberReference propertyName Literal true capitalize getMethod IfStatement BinaryOperation != MemberReference method Literal null BlockStatement End CatchClause CatchClauseParameter NoSuchMethodException e",6,0,1,0,0,0
3709,cassandra-all-3.11.8,StandaloneSSTableUtil,REC_CATCH_EXCEPTION,STYLE,3,76,76,false,,11,8,2,5,3,3
2136,cassandra-all-2.1.21,StreamSession,BC_UNCONFIRMED_CAST,STYLE,3,464,464,false,MethodDeclaration Modifier protected ReferenceType CompletableFuture TypeArgument ReferenceType Exchange asyncSendExchange FormalParameter ReferenceType Endpoint endpoint FormalParameter ReferenceType ExchangePattern pattern FormalParameter ReferenceType Processor processor FormalParameter ReferenceType Processor resultProcessor FormalParameter ReferenceType Exchange inExchange LocalVariableDeclaration ReferenceType CompletableFuture TypeArgument ReferenceType Exchange VariableDeclarator exchangeFuture ClassCreator ReferenceType CompletableFuture StatementExpression MethodInvocation MethodInvocation LambdaExpression MethodInvocation MethodInvocation MemberReference endpoint MemberReference pattern MemberReference processor asyncSendExchange getProducerCache submit getExecutorService,6,4,3,0,3,4
3601,cassandra-all-3.11.8,ReadCommand,BC_UNCONFIRMED_CAST,STYLE,3,1018,1018,false,,5,1,0,0,1,3
532,camel-core-2.22.5,ManagedErrorHandler,NP_BOOLEAN_RETURN_NULL,BAD_PRACTICE,2,300,300,true,MethodDeclaration Modifier protected BasicType char getAliasPassword FormalParameter ReferenceType String alias IfStatement BinaryOperation != MemberReference password Literal null BlockStatement End IfStatement BinaryOperation != MemberReference passwordFile Literal null BlockStatement LocalVariableDeclaration ReferenceType String VariableDeclarator p MethodInvocation passwordFile MemberReference alias getProperty IfStatement BinaryOperation != MemberReference p Literal null BlockStatement End End ReturnStatement Literal null,5,2,1,1,2,3
6229,flink-core-1.8.0,RowTypeInfo,EI_EXPOSE_REP2,MALICIOUS_CODE,2,202,202,false,,4,1,0,0,1,2
6058,flink-core-1.6.4,SqlTimestampParser,EI_EXPOSE_REP,MALICIOUS_CODE,2,61,61,false,,4,1,0,0,1,2
3960,cassandra-all-4.0-beta2,Cql_Parser,DLS_DEAD_LOCAL_STORE,STYLE,2,17606,17606,false,,8,5,3,1,3,5
3123,cassandra-all-3.0.22,TreeCursor,NS_DANGEROUS_NON_SHORT_CIRCUIT,STYLE,1,214,214,false,MethodDeclaration Modifier public setBuffer FormalParameter BasicType byte buffer FormalParameter BasicType int start FormalParameter BasicType int len IfStatement BinaryOperation == MemberReference buffer Literal null BlockStatement End IfStatement BinaryOperation || BinaryOperation || BinaryOperation < MemberReference start Literal 0 BinaryOperation < MemberReference len Literal 0 BinaryOperation > BinaryOperation + MemberReference start MemberReference len MemberReference buffer length BlockStatement End StatementExpression Assignment This MemberReference buffer MemberReference buffer =,4,1,1,1,1,2
3613,cassandra-all-3.11.8,Ref,NS_DANGEROUS_NON_SHORT_CIRCUIT,STYLE,1,505,505,false,,16,2,6,0,1,2
6913,kylin-core-common-2.6.0,KylinConfig,REC_CATCH_EXCEPTION,STYLE,3,461,461,false,,19,14,5,4,6,3
1745,cassandra-all-2.1.21,CliParser,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,STYLE,2,6215,6215,false,MethodDeclaration Modifier static public BasicType long hash2_64 FormalParameter ReferenceType ByteBuffer key FormalParameter BasicType int offset FormalParameter BasicType int length FormalParameter BasicType long seed LocalVariableDeclaration BasicType long VariableDeclarator h64 BinaryOperation ^ BinaryOperation & MemberReference seed Literal 0xffffffffL BinaryOperation * MemberReference m64 MemberReference length LocalVariableDeclaration BasicType int VariableDeclarator lenLongs BinaryOperation >> MemberReference length Literal 3 ForStatement ForControl VariableDeclaration BasicType int VariableDeclarator i Literal 0 BinaryOperation < MemberReference i MemberReference lenLongs MemberReference ++ i BlockStatement LocalVariableDeclaration BasicType int VariableDeclarator i_8 BinaryOperation << MemberReference i Literal 3 LocalVariableDeclaration BasicType long VariableDeclarator k64 BinaryOperation + BinaryOperation + BinaryOperation + BinaryOperation + BinaryOperation + BinaryOperation + BinaryOperation + BinaryOperation & Cast BasicType long MethodInvocation key BinaryOperation + BinaryOperation + MemberReference offset MemberReference i_8 Literal 0 get Literal 0xff BinaryOperation << BinaryOperation & Cast BasicType long MethodInvocation key BinaryOperation + BinaryOperation + MemberReference offset MemberReference i_8 Literal 1 get Literal 0xff Literal 8 BinaryOperation << BinaryOperation & Cast BasicType long MethodInvocation key BinaryOperation + BinaryOperation + MemberReference offset MemberReference i_8 Literal 2 get Literal 0xff Literal 16 BinaryOperation << BinaryOperation & Cast BasicType long MethodInvocation key BinaryOperation + BinaryOperation + MemberReference offset MemberReference i_8 Literal 3 get Literal 0xff Literal 24 BinaryOperation << BinaryOperation & Cast BasicType long MethodInvocation key BinaryOperation + BinaryOperation + MemberReference offset MemberReference i_8 Literal 4 get Literal 0xff Literal 32 BinaryOperation << BinaryOperation & Cast BasicType long MethodInvocation key BinaryOperation + BinaryOperation + MemberReference offset MemberReference i_8 Literal 5 get Literal 0xff Literal 40 BinaryOperation << BinaryOperation & Cast BasicType long MethodInvocation key BinaryOperation + BinaryOperation + MemberReference offset MemberReference i_8 Literal 6 get Literal 0xff Literal 48 BinaryOperation << BinaryOperation & Cast BasicType long MethodInvocation key BinaryOperation + BinaryOperation + MemberReference offset MemberReference i_8 Literal 7 get Literal 0xff Literal 56 StatementExpression Assignment MemberReference k64 MemberReference m64 *= StatementExpression Assignment MemberReference k64 BinaryOperation >>> MemberReference k64 MemberReference r64 ^= StatementExpression Assignment MemberReference k64 MemberReference m64 *= StatementExpression Assignment MemberReference h64 MemberReference k64 ^= StatementExpression Assignment MemberReference h64 MemberReference m64 *= End LocalVariableDeclaration BasicType int VariableDeclarator rem BinaryOperation & MemberReference length Literal 0x7 SwitchStatement MemberReference rem SwitchStatementCase Literal 0 BreakStatement SwitchStatementCase Literal 7 StatementExpression Assignment MemberReference h64 BinaryOperation << Cast BasicType long MethodInvocation key BinaryOperation + BinaryOperation - BinaryOperation + MemberReference offset MemberReference length MemberReference rem Literal 6 get Literal 48 ^= SwitchStatementCase Literal 6 StatementExpression Assignment MemberReference h64 BinaryOperation << Cast BasicType long MethodInvocation key BinaryOperation + BinaryOperation - BinaryOperation + MemberReference offset MemberReference length MemberReference rem Literal 5 get Literal 40 ^= SwitchStatementCase Literal 5 StatementExpression Assignment MemberReference h64 BinaryOperation << Cast BasicType long MethodInvocation key BinaryOperation + BinaryOperation - BinaryOperation + MemberReference offset MemberReference length MemberReference rem Literal 4 get Literal 32 ^= SwitchStatementCase Literal 4 StatementExpression Assignment MemberReference h64 BinaryOperation << Cast BasicType long MethodInvocation key BinaryOperation + BinaryOperation - BinaryOperation + MemberReference offset MemberReference length MemberReference rem Literal 3 get Literal 24 ^= SwitchStatementCase Literal 3 StatementExpression Assignment MemberReference h64 BinaryOperation << Cast BasicType long MethodInvocation key BinaryOperation + BinaryOperation - BinaryOperation + MemberReference offset MemberReference length MemberReference rem Literal 2 get Literal 16 ^= SwitchStatementCase Literal 2 StatementExpression Assignment MemberReference h64 BinaryOperation << Cast BasicType long MethodInvocation key BinaryOperation + BinaryOperation - BinaryOperation + MemberReference offset MemberReference length MemberReference rem Literal 1 get Literal 8 ^= SwitchStatementCase Literal 1 StatementExpression Assignment MemberReference h64 Cast BasicType long MethodInvocation key BinaryOperation - BinaryOperation + MemberReference offset MemberReference length MemberReference rem get ^= StatementExpression Assignment MemberReference h64 MemberReference m64 *= End,37,25,14,4,13,7
6984,kylin-core-common-2.6.6,ByteArray,EI_EXPOSE_REP2,MALICIOUS_CODE,2,105,105,false,,3,1,0,0,1,2
1467,camel-core-2.25.2,NIOConverter,DM_DEFAULT_ENCODING,I18N,1,99,99,false,"MethodDeclaration Modifier public Annotation Override execute FormalParameter ReferenceType NodeProbe probe LocalVariableDeclaration ReferenceType Map TypeArgument ReferenceType String TypeArgument ReferenceType List TypeArgument ReferenceType String VariableDeclarator schemaVersions TernaryExpression MemberReference printPort MethodInvocation probe MethodInvocation getSchemaVersionsWithPort getSpProxy MethodInvocation probe MethodInvocation getSchemaVersions getSpProxy ForStatement EnhancedForControl VariableDeclaration ReferenceType String VariableDeclarator version MethodInvocation schemaVersions keySet BlockStatement StatementExpression MethodInvocation System.out MethodInvocation Literal ""\t\t%s: %s%n"" MemberReference version MethodInvocation schemaVersions MemberReference version get format println End",15,8,4,3,5,5
6280,flink-core-1.9.0,BasicTypeComparator,EI_EXPOSE_REP,MALICIOUS_CODE,2,97,97,false,,5,1,0,0,1,2
6375,flink-core-1.9.0,LocalDateComparator,RV_NEGATING_RESULT_OF_COMPARETO,BAD_PRACTICE,2,74,74,false,,5,2,0,1,1,2
553,camel-core-2.22.5,MethodBean,EI_EXPOSE_REP2,MALICIOUS_CODE,2,60,60,false,MethodDeclaration Modifier public Annotation Override ReferenceType TypeComparator TypeArgument ? getFlatComparators ReturnStatement MemberReference comparators,3,1,0,0,1,2
1254,camel-core-2.24.2,XMLSecurityDataFormat,EI_EXPOSE_REP,MALICIOUS_CODE,2,348,348,false,MethodDeclaration Modifier public Annotation Override BasicType int compareToReference FormalParameter ReferenceType TypeComparator TypeArgument ReferenceType LongValue referencedComparator LocalVariableDeclaration ReferenceType LongValue VariableDeclarator otherRef Cast ReferenceType LongValueComparator MemberReference referencedComparator,3,1,0,0,1,2
5087,commons-codec-28f351340c2e26668228186bb8ee39ffbe4e6a3a,MurmurHash3,DM_DEFAULT_ENCODING,I18N,1,158,158,true,,3,1,0,1,1,2
2198,cassandra-all-2.2.18,CassandraServer,OS_OPEN_STREAM,BAD_PRACTICE,2,1838,1838,false,MethodDeclaration SkipLexicalActions FormalParameter ReferenceType Token matchedToken,10,7,5,0,5,5
1515,camel-core-2.25.2,SchemaReader,EI_EXPOSE_REP2,MALICIOUS_CODE,2,146,146,false,MethodDeclaration Modifier public Annotation Override ReferenceType CompletableFuture TypeArgument ReferenceType Void complete LocalVariableDeclaration BasicType boolean VariableDeclarator doAction MethodInvocation currentStatus MemberReference Status RUNNING MemberReference Status COMPLETING compareAndSet IfStatement MemberReference doAction BlockStatement BlockStatement LocalVariableDeclaration ReferenceType Status VariableDeclarator status MethodInvocation currentStatus get IfStatement BinaryOperation && BinaryOperation != MemberReference status MemberReference Status COMPLETING BinaryOperation != MemberReference status MemberReference Status COMPLETED BlockStatement End End ReturnStatement MethodInvocation CompletableFuture Literal null completedFuture,3,1,0,0,1,2
208,camel-core-2.21.5,MainSupport,RV_RETURN_VALUE_IGNORED,CORRECTNESS,2,473,473,false,MethodDeclaration Modifier synchronized public add FormalParameter BasicType int start FormalParameter BasicType int end AssertStatement BinaryOperation <= MemberReference start MemberReference end BlockStatement StatementExpression Assignment MemberReference ranges This MemberReference ranges = LocalVariableDeclaration BasicType int VariableDeclarator lpos MethodInvocation Arrays MemberReference ranges BinaryOperation | BinaryOperation << BinaryOperation & MemberReference start Literal 0xFFFFFFFFL Literal 32 Literal 0 binarySearch,11,6,3,3,4,5
4173,cassandra-all-4.0-beta2,Cql_Parser,SF_SWITCH_NO_DEFAULT,STYLE,2,15667,15737,false,,89,66,27,19,22,8
2271,cassandra-all-2.2.18,CqlParser,SF_SWITCH_NO_DEFAULT,STYLE,2,10864,10880,false,"MethodDeclaration Modifier public Annotation Override ReferenceType String getDataFormatName ReturnStatement BinaryOperation + Literal ""json-"" MethodInvocation library MethodInvocation toLowerCase name",25,17,8,7,7,6
5982,flink-core-1.6.4,GenericTypeComparator,RV_NEGATING_RESULT_OF_COMPARETO,BAD_PRACTICE,2,88,88,false,,6,3,0,0,1,2
6833,hbase-common-2.2.1,Encryption,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,STYLE,3,425,425,false,,7,4,2,1,3,3
405,camel-core-2.22.5,ControlBusProducer,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,BAD_PRACTICE,3,77,77,true,MethodDeclaration Modifier public Annotation Override ReferenceType String toString IfStatement BinaryOperation == MemberReference data Literal null ReturnStatement Literal null End,6,3,1,3,2,3
5591,flink-core-1.10.0,Keys,EI_EXPOSE_REP,MALICIOUS_CODE,2,380,380,false,,4,15,0,3,6,4
4270,cassandra-all-4.0-beta2,EncryptionContext,EI_EXPOSE_REP,MALICIOUS_CODE,2,118,118,false,,3,1,0,0,1,2
1826,cassandra-all-2.1.21,CqlParser,DLS_DEAD_LOCAL_STORE,STYLE,2,2270,2270,false,MethodDeclaration Modifier final public ReferenceType CliParser ReferenceType describeCluster_return describeCluster RecognitionException LocalVariableDeclaration ReferenceType CliParser ReferenceType describeCluster_return VariableDeclarator retval ClassCreator ReferenceType CliParser ReferenceType describeCluster_return TryStatement BlockStatement StatementExpression Assignment MemberReference DESCRIBE212 Cast ReferenceType Token MethodInvocation MemberReference input MemberReference DESCRIBE MemberReference FOLLOW_DESCRIBE_in_describeCluster2870 match = IfStatement MemberReference state failed ReturnStatement MemberReference retval End StatementExpression Assignment MemberReference string_literal213 Cast ReferenceType Token MethodInvocation MemberReference input Literal 125 MemberReference FOLLOW_125_in_describeCluster2872 match = IfStatement MemberReference state failed ReturnStatement MemberReference retval End IfStatement BinaryOperation == MemberReference state backtracking Literal 0 BlockStatement StatementExpression Assignment MemberReference retval tree MemberReference root_0 = End CatchClause CatchClauseParameter RecognitionException re,8,3,1,1,2,4
4382,cassandra-all-4.0-beta2,MurmurHash,SF_SWITCH_NO_DEFAULT,STYLE,2,214,233,false,,52,49,18,19,4,4
4847,commons-bcel-c261c611aa0c9fa4314760449bc0ad5360010e94,JavaClass,EI_EXPOSE_REP,MALICIOUS_CODE,2,386,386,false,,3,1,0,0,1,2
4407,cassandra-all-4.0-beta2,OnDiskIndex,ICAST_INTEGER_MULTIPLY_CAST_TO_LONG,STYLE,2,518,518,false,,4,2,0,0,1,3
2660,cassandra-all-3.0.22,ColumnSubselection,BC_UNCONFIRMED_CAST,STYLE,3,180,180,false,MethodDeclaration Modifier public ReferenceType Unfiltered next LocalVariableDeclaration ReferenceType Unfiltered VariableDeclarator unfiltered MethodInvocation iterator next,6,4,3,1,3,5
6765,hbase-common-2.1.9,KeyValue,EI_EXPOSE_REP,MALICIOUS_CODE,2,2454,2454,false,,4,1,0,0,1,3
5466,commons-scxml-1aadd58a9f167acc39236f10a84cbb058e8eefc2,GroovyExtendableScriptCache,RV_ABSOLUTE_VALUE_OF_HASHCODE,CORRECTNESS,1,271,271,false,,3,1,0,1,1,2
6334,flink-core-1.9.0,ExceptionUtils,BC_UNCONFIRMED_CAST,STYLE,2,120,120,false,,5,2,1,1,2,3
5228,commons-io-b5990be69139f0b04919bc097144a105051aafcc,FileEntry,EI_EXPOSE_REP2,MALICIOUS_CODE,2,166,166,false,,3,1,0,0,1,2
5055,commons-beanutils-5d9d4a0d0498c65152bf7d557041c9799214c734,DateTimeConverter,EI_EXPOSE_REP,MALICIOUS_CODE,2,193,193,false,,3,1,0,0,1,2
2197,cassandra-all-2.2.18,CassandraRoleManager,REC_CATCH_EXCEPTION,STYLE,3,472,472,false,MethodDeclaration Modifier public setSchemaAsByteArray FormalParameter BasicType byte schemaAsByteArray StatementExpression Assignment This MemberReference schemaAsByteArray MemberReference schemaAsByteArray =,5,2,1,0,2,2
7099,kylin-core-common-3.1.0,MemoryBudgetController,JLM_JSR166_LOCK_MONITORENTER,MT_CORRECTNESS,1,119,119,false,,10,6,3,1,4,4
2185,cassandra-all-2.2.18,ByteOrderedPartitioner,IM_BAD_CHECK_FOR_ODD,STYLE,2,232,232,false,MethodDeclaration Modifier public ReferenceType MethodParameter getParameters ReturnStatement MemberReference parameters,4,2,1,1,2,3
4325,cassandra-all-4.0-beta2,IndexSummary,RV_NEGATING_RESULT_OF_COMPARETO,BAD_PRACTICE,2,122,122,false,,14,10,4,1,5,4
3106,cassandra-all-3.0.22,ThreadAwareSecurityManager,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,STYLE,3,261,261,false,MethodDeclaration Modifier public Annotation Override BasicType boolean isCompatibleWithFrozen FormalParameter ReferenceType CollectionType TypeArgument ? previous AssertStatement MemberReference ! isMultiCell ReturnStatement This MemberReference elements MethodInvocation Cast ReferenceType ListType MemberReference previous isCompatibleWith,6,3,2,4,3,2
1151,camel-core-2.24.2,ManagedWeightedLoadBalancer,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,STYLE,3,71,71,false,MethodDeclaration Modifier public Annotation Override putNormalizedKey FormalParameter ReferenceType java ReferenceType util ReferenceType Date record FormalParameter ReferenceType MemorySegment target FormalParameter BasicType int offset FormalParameter BasicType int numBytes StatementExpression Assignment MemberReference numBytes Literal 8 -= IfStatement BinaryOperation <= MemberReference numBytes Literal 0 BlockStatement IfStatement BinaryOperation < MemberReference numBytes Literal 4 BlockStatement BlockStatement LocalVariableDeclaration Modifier final BasicType int VariableDeclarator nanos Cast ReferenceType Timestamp MemberReference record End End,4,1,0,1,1,2
